,isbn,title,authors,published,description
913,9781107615397,The Merchant of Venice,"['Robert Smith', 'Rex Gibson', 'Richard Andrews', 'Vicki Wienand']",2014-01-23,"An improved, larger-format edition of the Cambridge School Shakespeare plays, extensively rewritten, expanded and produced in an attractive new design. An active approach to classroom Shakespeare enables students to inhabit Shakespeare's imaginative world in accessible and creative ways. Students are encouraged to share Shakespeare's love of language, interest in character and sense of theatre. Substantially revised and extended in full colour, classroom activities are thematically organised in distinctive 'Stagecraft', 'Write about it', 'Language in the play', 'Characters' and 'Themes' features. Extended glossaries are aligned with the play text for easy reference. Expanded endnotes include extensive essay-writing guidance for 'The Merchant of Venice' and Shakespeare. Includes rich, exciting colour photos of performances of 'The Merchant of Venice' from around the world."
914,9780008241384,French Dictionary and Grammar: Two Books in One,['Collins Dictionaries'],2018-05-03,The home of trusted French dictionaries for everyday language learning.
915,9780435396503,Heinemann A Level French Grammar Practice,"['Clive Bell', 'Servane Jacob', 'Anneli McLachlan', 'Rachel Sauvain', 'Genevieve Talon']",2008,A structured grammar revision and practice book. It covers various topics in the Student Book in the order they are taught. It helps ensure students keep up with the essential grammar they need for AS and A-Level.
916,9781927173572,Anatomy & Physiology,"['Tracey Greenwood', 'Lissa Bainbridge-Smith', 'Kent Pryor', 'Richard Allan']",2013-06-15,"""Anatomy and Physiology explores the essentials of human structure and function through engaging, generously illustrated activities. Much of the content in the first edition has been revised to include larger diagrams, more photographs, and greater depth of coverage in key areas. Sound biological principles are emphasised throughout, and key interactions between body systems are indicated using annotated introductory figures. Using key examples, students are encouraged to explore each body system within the contexts of disease, medicine and technology, aging, and exercise. The result is a rounded exploration of the functioning human.""--Back cover."
917,9781927173930,IB Biology Student Workbook,"['Tracey Greenwood', 'Lissa Bainbridge-Smith', 'Kent Pryor', 'Richard Allan']",2014-10-02,
918,9781927173930,IB Biology Student Workbook,"['Tracey Greenwood', 'Lissa Bainbridge-Smith', 'Kent Pryor', 'Richard Allan']",2014-10-02,
919,9780141187761,Nineteen Eighty-Four,['George Orwell'],2004-01-29,"One of Britain's most popular novels, George Orwell's dystopian tale 'Nineteen Eighty-Four' is set in a society terrorised by a totalitarian ideology propagated by The Party. Winston Smith works for the Ministry of Truth in London, chief city of Airstrip One. Big Brother stares out from every poster, the Thought Police uncover every act of betrayal. When Winston finds love with Julia, he discovers that life does not have to be dull and deadening, and awakens to new possibilities. Despite the police helicopters that hover and circle overhead, Winston and Julia begin to question the Party; they are drawn towards conspiracy. Yet Big Brother will not tolerate dissent - even in the mind. For those with original thoughts they invented Room 101... 'Nineteen Eighty-Four' is George Orwell's terrifying vision of a totalitarian future in which everything and everyone is slave to a tyrannical regime. The novel also coined many new words and phrases which regularly appear in popular culture, such as 'Big Brother', 'thoughtcrime', 'doublethink' and 'Newspeak'."
920,9780141439471,The Vampyre a Tale,['John William Polidori'],101-01-01,"First published in the year 1819, famous English suspense and thriller writer John William Polidori's book 'The Vampyre a Tale' is often viewed as the progenitor of the romantic vampire genre of fantasy fiction."
921,9781107615397,The Merchant of Venice,"['Robert Smith', 'Rex Gibson', 'Richard Andrews', 'Vicki Wienand']",2014-01-23,"An improved, larger-format edition of the Cambridge School Shakespeare plays, extensively rewritten, expanded and produced in an attractive new design. An active approach to classroom Shakespeare enables students to inhabit Shakespeare's imaginative world in accessible and creative ways. Students are encouraged to share Shakespeare's love of language, interest in character and sense of theatre. Substantially revised and extended in full colour, classroom activities are thematically organised in distinctive 'Stagecraft', 'Write about it', 'Language in the play', 'Characters' and 'Themes' features. Extended glossaries are aligned with the play text for easy reference. Expanded endnotes include extensive essay-writing guidance for 'The Merchant of Venice' and Shakespeare. Includes rich, exciting colour photos of performances of 'The Merchant of Venice' from around the world."
922,9780141439471,The Vampyre a Tale,['John William Polidori'],101-01-01,"First published in the year 1819, famous English suspense and thriller writer John William Polidori's book 'The Vampyre a Tale' is often viewed as the progenitor of the romantic vampire genre of fantasy fiction."
923,9780141182551,The Crucible,['Arthur Miller'],2000-01-01,"Arthur Miller's depiction of innocent men and women destroyed by malicious rumour, The Crucible is a powerful indictment of McCarthyism and the 'frontier mentality' of Cold War America, published in Penguin Modern Classics. Arthur Miller's classic parable of mass hysteria draws a chilling parallel between the Salem witch-hunt of 1692 - 'one of the strangest and most awful chapters in human history' - and the American anti-communist purges led by Senator McCarthy in the 1950s. The story of how the small community of Salem is stirred into madness by superstition, paranoia and malice, culminating in a violent climax, is a savage attack on the evils of mindless persecution and the terrifying power of false accusations. Arthur Miller (1915-2005), American dramatist, was born in New York City. In 1938 Miller won awards for his comedy The Grass Still Grows. His major achievement was Death of a Salesman, which won the 1949 Pulitzer Prize for drama and the 1949 New York Drama Critics' Circle Award. The Crucible was aimed at the widespread congressional investigation of subversive activities in the US; the drama won the 1953 Tony Award. Miller's autobiography, Timebends: A Life was published in 1987. If you enjoyed The Crucible, you might like Miller's Death of a Salesman, also available in Penguin Modern Classics. 'One of a handful of great plays that will both survive the twentieth century and bear witness to it'John Peter, Sunday Times"
